role,company,location,time,link,Domain,scraped
"Data Analyst, Trilogy (Remote) - $60,000/year USD",Crossover for Work,"Bengaluru, Karnataka, India",18 hours ago,https://in.linkedin.com/jobs/view/data-analyst-trilogy-remote-%2460-000-year-usd-at-crossover-for-work-3277185599?refId=cfEHx8xJq%2FSs0je8Y%2FUyEA%3D%3D&trackingId=8OcmfDAHYqTSCbx5BHqePA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,27-09-2022_10:31:48
"Data Analyst, Trilogy (Remote) - $60,000/year USD",Crossover for Work,"Delhi, Delhi, India",18 hours ago,https://in.linkedin.com/jobs/view/data-analyst-trilogy-remote-%2460-000-year-usd-at-crossover-for-work-3277186561?refId=cfEHx8xJq%2FSs0je8Y%2FUyEA%3D%3D&trackingId=vMMIYsm9ZsdKO%2BdbhDf8OQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,27-09-2022_10:31:48
Process Data Analyst,Umicore,"Nagar Untari, Jharkhand, India",16 hours ago,https://in.linkedin.com/jobs/view/process-data-analyst-at-umicore-3289631688?refId=cfEHx8xJq%2FSs0je8Y%2FUyEA%3D%3D&trackingId=E91vQvnNeoCh4vnVWuXO5Q%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,27-09-2022_10:31:48
"Data Analyst, Trilogy (Remote) - $60,000/year USD",Crossover for Work,"Gurgaon, Haryana, India",18 hours ago,https://in.linkedin.com/jobs/view/data-analyst-trilogy-remote-%2460-000-year-usd-at-crossover-for-work-3277190193?refId=cfEHx8xJq%2FSs0je8Y%2FUyEA%3D%3D&trackingId=BepINWqYrmkT9lSHIFzx7Q%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,27-09-2022_10:31:48
Analytics Specialist,OJCommerce,"Chennai, Tamil Nadu, India",33 minutes ago,https://in.linkedin.com/jobs/view/analytics-specialist-at-ojcommerce-3287816631?refId=cfEHx8xJq%2FSs0je8Y%2FUyEA%3D%3D&trackingId=jYXcNbGGYvRqsi9PAeXYZw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,27-09-2022_10:31:48
Process Associate – Data Analyst-COR021581,Genpact,"Noida, Uttar Pradesh, India",18 hours ago,https://in.linkedin.com/jobs/view/process-associate-%E2%80%93-data-analyst-cor021581-at-genpact-2901415902?refId=cfEHx8xJq%2FSs0je8Y%2FUyEA%3D%3D&trackingId=JjCI3JOoJgHvs2NajhNYsQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,27-09-2022_10:31:48
Data Science Intern,Course-Hub,India,1 hour ago,https://in.linkedin.com/jobs/view/data-science-intern-at-course-hub-3287808574?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=073%2FgmOKscrB5lC4zO9nGw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Science Intern,Corizo,India,11 hours ago,https://in.linkedin.com/jobs/view/data-science-intern-at-corizo-3287206786?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=lCqltcfTINGFiNP2mrxS7A%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Analyst,PediaGeek,India,14 minutes ago,https://in.linkedin.com/jobs/view/data-analyst-at-pediageek-3287825845?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=sHxRjlipg3lobNDvC2dhQw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Machine Learning Intern,Corizo,India,10 hours ago,https://in.linkedin.com/jobs/view/machine-learning-intern-at-corizo-3287222392?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=mwr%2FfcQkKSGzbEJorZhxuw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data science intern,Corizo,India,3 hours ago,https://in.linkedin.com/jobs/view/data-science-intern-at-corizo-3290071045?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=PVK2RbdPnY7HOM4z0gb6eA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Deep Learning Engineer,Samsung Electro-Mechanics,"Bangalore Urban, Karnataka, India",28 minutes ago,https://in.linkedin.com/jobs/view/deep-learning-engineer-at-samsung-electro-mechanics-3276362821?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=l3oAUaZhRakLwTZeki7aYQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Scientist,ADD Vector,"Bengaluru, Karnataka, India",1 hour ago,https://in.linkedin.com/jobs/view/data-scientist-at-add-vector-3287811229?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=l1eFhpJzNdVCgCgOJkxjzg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Analytics Specialist,OJCommerce,"Chennai, Tamil Nadu, India",33 minutes ago,https://in.linkedin.com/jobs/view/analytics-specialist-at-ojcommerce-3287816631?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=b5VuBYjd0PISaHbkeQXkvw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Business Analyst,Tata Consultancy Services,"Bengaluru, Karnataka, India",53 minutes ago,https://in.linkedin.com/jobs/view/business-analyst-at-tata-consultancy-services-3276365067?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=WjnHM0ms80%2FOIKop8E5h4g%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data science trainer,EkasCloud,India,45 minutes ago,https://in.linkedin.com/jobs/view/data-science-trainer-at-ekascloud-3276358914?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=4njCZLQKUf5HUUr8QBgSGw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Engineer,OptimHire,India,26 minutes ago,https://in.linkedin.com/jobs/view/data-engineer-at-optimhire-3287825070?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=h72qkdPHRIJAaqNOXGnMdQ%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Graduate Engineer Trainee,SSA Business Solutions (P) Ltd,"Naigaon (Khairgaon), Maharashtra, India",32 minutes ago,https://in.linkedin.com/jobs/view/graduate-engineer-trainee-at-ssa-business-solutions-p-ltd-3287819972?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=PaTclohUctJxHrChxsNIrg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Machine Learning Engineer-Python/Pyspark,ZS,"Bangalore Urban, Karnataka, India",14 hours ago,https://in.linkedin.com/jobs/view/machine-learning-engineer-python-pyspark-at-zs-3289737184?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=EwHxgdoPiVyyh%2Fh7RX%2BQCw%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Machine Learning Engineer,Supersourcing,"Indore, Madhya Pradesh, India",1 hour ago,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-supersourcing-3276358457?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=hPC7YXzYKPGRFxjH9Rw1ag%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Scientist,Iris Software Inc.,"Noida, Uttar Pradesh, India",18 hours ago,https://in.linkedin.com/jobs/view/data-scientist-at-iris-software-inc-3143877401?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=8xeMhFq%2Fjp8zOADGfAFE3Q%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Business Analyst,Tata Consultancy Services,"Pune, Maharashtra, India",19 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-tata-consultancy-services-3275889486?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=9sJ6Lr4721Q3pM64UEMqWg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Engineer,Apidel Technologies,"Mumbai, Maharashtra, India",44 minutes ago,https://in.linkedin.com/jobs/view/data-engineer-at-apidel-technologies-3287814543?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=SIVKUvKTdZBB24gTV6kCEw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Analyst (SQL Python),DemandHelm,"Mumbai, Maharashtra, India",23 hours ago,https://in.linkedin.com/jobs/view/data-analyst-sql-python-at-demandhelm-3286379853?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=7FCKpz%2B2RFMi97JDAz4p5Q%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Analyst,NuvoRetail,India,18 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-nuvoretail-3286645938?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=4k0dgrU1ldu8rJD7fDEheg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Engineer,Quest Business Solution,"Bengaluru, Karnataka, India",24 minutes ago,https://in.linkedin.com/jobs/view/data-engineer-at-quest-business-solution-3287824443?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=lmj7UycA2c4U34bG1ZLDgw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Scientist - II,Motive,India,21 hours ago,https://in.linkedin.com/jobs/view/data-scientist-ii-at-motive-3288906545?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=b2j9qT3%2Fbq8jFWYtckCQ%2BQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Junior Software Engineer,Helius Technologies,"Mumbai, Maharashtra, India",28 minutes ago,https://in.linkedin.com/jobs/view/junior-software-engineer-at-helius-technologies-3290218075?refId=GzPN%2BMepcrsKJKjzPhwpSw%3D%3D&trackingId=8K3tB403kYw81WvdRkT%2FXg%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Analyst,Maruti Suzuki India Limited,"Delhi, Delhi, India",14 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-maruti-suzuki-india-limited-3286940841?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=wIJva2V3eLXBLpiN97B1Eg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Analyst,"The Luxury Closet, Inc.","Gurugram, Haryana, India",13 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-the-luxury-closet-inc-3289760360?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=8G5j%2BNQn1ZjE8KxyK2bvlg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Analyst-Data Science,American Express,"Gurgaon, Haryana, India",13 hours ago,https://in.linkedin.com/jobs/view/analyst-data-science-at-american-express-3286975961?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=PCHJDKWl%2BRr8%2F5BPOYBCHQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Engineer,Audi India,"Mumbai, Maharashtra, India",9 hours ago,https://in.linkedin.com/jobs/view/data-engineer-at-audi-india-3287290152?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=MxXKsT2uD4IwWxUsF0RLLQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Fintech Business Analyst,Kotak Securities,"Mumbai, Maharashtra, India",23 hours ago,https://in.linkedin.com/jobs/view/fintech-business-analyst-at-kotak-securities-3275874066?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=h3wyDCg7BGPl3wGsgf4wOw%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Business Associate,Swiggy,"Bengaluru, Karnataka, India",19 hours ago,https://in.linkedin.com/jobs/view/business-associate-at-swiggy-3289125249?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=dpgiCvEwBWh2gHI%2Bf0totg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Business Analyst,OYO,"Ahmedabad, Gujarat, India",17 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-oyo-3289427133?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=ix9G5j%2BmeUZ2X8uMdDVF9g%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Analyst,The Shakti Plastic Industries,"Bengaluru, Karnataka, India",22 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-the-shakti-plastic-industries-3275870789?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=uqStIK0Rq3KEZ0pDuwV7mQ%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Machine Learning Engineer,DIAGEO India,"Bengaluru, Karnataka, India",2 hours ago,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-diageo-india-3290084832?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=iK8E8ubzK5MOcBuJNBlgyA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Business Analyst,Calix,"Bengaluru, Karnataka, India",19 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-calix-3182353815?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=mJSjL2bhg8pvA3igeCz%2BTw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Process Associate – Data Analyst-COR021581,Genpact,"Noida, Uttar Pradesh, India",18 hours ago,https://in.linkedin.com/jobs/view/process-associate-%E2%80%93-data-analyst-cor021581-at-genpact-2901415902?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=BeJBK%2F1dbhTH%2FBRn7ruOEQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Analyst,The Shakti Plastic Industries,"Pune, Maharashtra, India",19 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-the-shakti-plastic-industries-3275886825?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=G86Ad5KQSBiFGyBa17jymA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Business Analyst - Analytics-ANA005841,Genpact,"Bengaluru, Karnataka, India",18 hours ago,https://in.linkedin.com/jobs/view/business-analyst-analytics-ana005841-at-genpact-3289151287?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=WuSQC1ZN9kdG2UR9eMnqjw%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Analyst (SQL & Python),Giant Eagle GCC,"Bengaluru, Karnataka, India",10 hours ago,https://in.linkedin.com/jobs/view/data-analyst-sql-python-at-giant-eagle-gcc-3287231405?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=lnEztjVPaE8z%2FL5vqoC4Ig%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Business Analyst,Univest,"Gurugram, Haryana, India",19 hours ago,https://in.linkedin.com/jobs/view/business-analyst-at-univest-3286614068?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=bDc4kooByl3KO3KXzEjdOw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
"Data Scientist, II",Zebra Technologies,"Bengaluru, Karnataka, India",8 hours ago,https://in.linkedin.com/jobs/view/data-scientist-ii-at-zebra-technologies-3287288527?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=0x14Obf3oCUp2MUi4skiJg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Scientist,Infoparks Kerala,"Kochi, Kerala, India",19 hours ago,https://in.linkedin.com/jobs/view/data-scientist-at-infoparks-kerala-3286649217?refId=87rGNfsNOQS%2FyT0ASLbeZw%3D%3D&trackingId=IGIXcZ0BFgtwo3AIgcLXDg%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Scientist [Machine Learning and Python],CyberQ Consulting,"Hyderabad, Telangana, India",10 hours ago,https://in.linkedin.com/jobs/view/data-scientist-machine-learning-and-python-at-cyberq-consulting-3287229634?refId=Ex7lQI6b6TaOHGe06uTaDw%3D%3D&trackingId=KQdDPsPNTe2akdtj1KuApw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
The Media Ant - Manager - Media Buying,The Media Ant,"Bengaluru, Karnataka, India",56 minutes ago,https://in.linkedin.com/jobs/view/the-media-ant-manager-media-buying-at-the-media-ant-3287812523?refId=Ex7lQI6b6TaOHGe06uTaDw%3D%3D&trackingId=wIqw1xh9N5oVqhj7wiFabA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Software Development Engineer I,Swiggy,"Bengaluru, Karnataka, India",19 hours ago,https://in.linkedin.com/jobs/view/software-development-engineer-i-at-swiggy-3289125248?refId=Ex7lQI6b6TaOHGe06uTaDw%3D%3D&trackingId=yKf5qmRgBYpqa8l%2FGtNf4A%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Analyst-1,IHS Markit,"Gurgaon, Haryana, India",10 hours ago,https://in.linkedin.com/jobs/view/data-analyst-1-at-ihs-markit-3287209669?refId=Ex7lQI6b6TaOHGe06uTaDw%3D%3D&trackingId=WiSaYuPgI7ttL8BEsSbqQg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
"Data Scientist, Advanced",Zebra Technologies,"Bengaluru, Karnataka, India",8 hours ago,https://in.linkedin.com/jobs/view/data-scientist-advanced-at-zebra-technologies-3287284912?refId=Ex7lQI6b6TaOHGe06uTaDw%3D%3D&trackingId=C7vEuuByvL36uAL6Rg%2FibQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Analyst,Digiaccel Learning,"Gurugram, Haryana, India",18 hours ago,https://in.linkedin.com/jobs/view/analyst-at-digiaccel-learning-3275890640?refId=Ex7lQI6b6TaOHGe06uTaDw%3D%3D&trackingId=9DJdi4fi7YS8SUKd4KJLHg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Data Analyst - SQL,Giant Eagle GCC,"Bengaluru, Karnataka, India",10 hours ago,https://in.linkedin.com/jobs/view/data-analyst-sql-at-giant-eagle-gcc-3287230573?refId=Ex7lQI6b6TaOHGe06uTaDw%3D%3D&trackingId=Rn9wGMHc8EM0Cu3xeIdUqg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
Analyst - Data,Elevate,"Gurgaon, Haryana, India",14 hours ago,https://in.linkedin.com/jobs/view/analyst-data-at-elevate-3289734576?refId=Ex7lQI6b6TaOHGe06uTaDw%3D%3D&trackingId=wFgN%2F9TJb1IVLA5f1KH1vw%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,27-09-2022_10:31:48
