role,company,location,time,link,Domain,scraped,Experience
Data Analyst,Silicon Labs,"Hyderabad, Telangana, India",10 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-silicon-labs-3374546666?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=ykEtqI%2F8xjz4CQbnYiMd4w%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,"Experience



2+"
Data Analyst,ConverseNow.AI,"Bangalore Urban, Karnataka, India",19 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-conversenow-ai-3381164630?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=aqqzqRizTI1vEEXs8IG8Cw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,
Data Analyst,Our Parking Space,India,18 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-our-parking-space-3381169373?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=BHZlAP3nesVxSwFSuy15dQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,"experience
1 - 2 years"
Data Analyst,WSP,"Noida, Uttar Pradesh, India",12 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-wsp-3382011104?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=lHdjYgMpCs7AwrAC4GxHfQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,
People Data Analyst,AVEVA,"Bengaluru East, Karnataka, India",18 hours ago,https://in.linkedin.com/jobs/view/people-data-analyst-at-aveva-3253042224?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=3eF04VOApoZMU0yuCSqOMw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,2+ years experience
"Analyst, Analytics & Metrics",Mastercard,"Pune, Maharashtra, India",5 hours ago,https://in.linkedin.com/jobs/view/analyst-analytics-metrics-at-mastercard-3378359687?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=4GuSi5uONc63ib4FaNdNmA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,
Openings for Data Analyst- Kolkata,Wipro,"Kolkata, West Bengal, India",17 hours ago,https://in.linkedin.com/jobs/view/openings-for-data-analyst-kolkata-at-wipro-3377100323?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=R8I%2BnDmzJ03qvxkjKQme6A%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,Experience- 3 yrs
Data Analyst- Power Market,Mergen IT LLC,"New Delhi, Delhi, India",41 minutes ago,https://in.linkedin.com/jobs/view/data-analyst-power-market-at-mergen-it-llc-3375326215?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=L79A7LpOYRUmadxeUWcBIQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,1-3 years of relevant power market experience
Data Analyst,Applicantz,"Bangalore Urban, Karnataka, India",19 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-applicantz-3381161197?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=nVVbwnq5hOkfaTrbt4QJMg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,Experience Level 5-7 years
Process Associate – Data Analyst-COR021581,Genpact,"Noida, Uttar Pradesh, India",17 hours ago,https://in.linkedin.com/jobs/view/process-associate-%E2%80%93-data-analyst-cor021581-at-genpact-2901415902?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=IQovkjs26WrCGL2TpuA0DA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,
"Data Analyst / SAS, Python & SQL",PRIFFY,"Chennai, Tamil Nadu, India",1 minute ago,https://in.linkedin.com/jobs/view/data-analyst-sas-python-sql-at-priffy-3375343259?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=eB3vMOK3NxtUgpQQiJlaJQ%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,
Data Operations Analyst - January 2023 start,Third Bridge Group Limited,"Mumbai, Maharashtra, India",12 hours ago,https://in.linkedin.com/jobs/view/data-operations-analyst-january-2023-start-at-third-bridge-group-limited-3382008641?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=LqTYUAlxItvm5CUgxeY3ZQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,
"Analyst, Analytics & Metrics",Mastercard,"Gurgaon, Haryana, India",5 hours ago,https://in.linkedin.com/jobs/view/analyst-analytics-metrics-at-mastercard-3378360226?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=FRxnEAUn9HY%2FTI15TWL15Q%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,
"Analyst, Risk Data Analytics",Northern Trust Corporation,"Bengaluru, Karnataka, India",19 hours ago,https://in.linkedin.com/jobs/view/analyst-risk-data-analytics-at-northern-trust-corporation-3373640953?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=uW8juVhZtGJ15%2Bl1DG4E2Q%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,"0 years of financial experience , 1-2 years of relevant experience"
Data Engineer ||,Mastercard,"Gurgaon, Haryana, India",5 hours ago,https://in.linkedin.com/jobs/view/data-engineer-at-mastercard-3378361363?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=Zl%2BxwrF50%2FTiPYe5q3JdMQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,
Lead Consultant - SQL Data Analyst-ITO040128,Genpact,"Gurugram, Haryana, India",2 hours ago,https://in.linkedin.com/jobs/view/lead-consultant-sql-data-analyst-ito040128-at-genpact-3382251199?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=M5Ax039kBfSzxRZfFiIODQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,
Item Data Analyst,Target,"Bengaluru, Karnataka, India",17 hours ago,https://in.linkedin.com/jobs/view/item-data-analyst-at-target-3381526764?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=E9HyC7tH%2BOs1NijNyHnr4A%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,4 years experience
Senior Data Analyst,Thomson Reuters,"Bengaluru, Karnataka, India",5 hours ago,https://in.linkedin.com/jobs/view/senior-data-analyst-at-thomson-reuters-3382220138?refId=GtyfoFQn01%2F2t5my4oFzJQ%3D%3D&trackingId=ezFUXOacRy1fjYS3mlQGcA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,"Experience



4+ years"
Data Engineer,IDESLABS PRIVATE LIMITED,Pune/Pimpri-Chinchwad Area,18 hours ago,https://in.linkedin.com/jobs/view/data-engineer-at-ideslabs-private-limited-3376796341?refId=UUwwv4HUDKz%2FGSzzRVeGPg%3D%3D&trackingId=QB8ywMxUPf2gy4YCyYgwig%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,01-12-2022_10:38:04,
Data Analyst,Silicon Labs,"Hyderabad, Telangana, India",10 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-silicon-labs-3374546666?refId=t4KPQcGkt4GetlRMKG5YvA%3D%3D&trackingId=TiocH4KljatURy19K9AAFg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,DS,01-12-2022_10:38:04,"Experience



2+"
