role,company,location,time,link,Domain,scraped,Experience
Data Visualization - Analyst/Sr. Analyst/ Associate / Sr. Associate,WNS,"Pune, Maharashtra, India",17 hours ago,https://in.linkedin.com/jobs/view/data-visualization-analyst-sr-analyst-associate-sr-associate-at-wns-3073941176?refId=zyJVEwm9Ne8IhHYnFsluZg%3D%3D&trackingId=ecdkttfIn91gcw%2BDMnn1fA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,24-11-2022_10:36:24,experience of 5 years
Data Analyst,Dynatrace,Mumbai Metropolitan Region,12 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-dynatrace-3365857480?refId=zyJVEwm9Ne8IhHYnFsluZg%3D%3D&trackingId=xcx1xAXK1r4%2FnwZtq3P6BA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,24-11-2022_10:36:24,
Data Analyst,Tritium Consulting,"Bengaluru, Karnataka, India",17 minutes ago,https://in.linkedin.com/jobs/view/data-analyst-at-tritium-consulting-3366376439?refId=zyJVEwm9Ne8IhHYnFsluZg%3D%3D&trackingId=Ca6GO5GR%2FtfuIBj256qO%2Fg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,24-11-2022_10:36:24,"*Experience 5 yrs, *Experience 5 yrs"
Data Analyst,AKS ProTalent,"Bengaluru, Karnataka, India",14 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-aks-protalent-3365846200?refId=zyJVEwm9Ne8IhHYnFsluZg%3D%3D&trackingId=5mVQMXR4ssr5Smz8soDRug%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,24-11-2022_10:36:24,
Data Analyst,Applicantz,"Bangalore Urban, Karnataka, India",22 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-applicantz-3372006137?refId=zyJVEwm9Ne8IhHYnFsluZg%3D%3D&trackingId=bz3CJ2J4y7N1ohSeLlMiOg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,24-11-2022_10:36:24,Experience Level 5-7 years
Data Analyst,AFIV DATA OUTSOURCING,"Surat, Gujarat, India",15 minutes ago,https://in.linkedin.com/jobs/view/data-analyst-at-afiv-data-outsourcing-3366374607?refId=zyJVEwm9Ne8IhHYnFsluZg%3D%3D&trackingId=DYqW9RRDSMXh9Q7jxsZWiQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,24-11-2022_10:36:24,
Data Associate,Wood Mackenzie,"Mumbai, Maharashtra, India",10 hours ago,https://in.linkedin.com/jobs/view/data-associate-at-wood-mackenzie-3373420684?refId=zyJVEwm9Ne8IhHYnFsluZg%3D%3D&trackingId=oidY5DcVlqybgN8chJIvWw%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,24-11-2022_10:36:24,
Data Analyst PL Sql,VEGA Intellisoft Pvt Ltd,"Chennai, Tamil Nadu, India",23 hours ago,https://in.linkedin.com/jobs/view/data-analyst-pl-sql-at-vega-intellisoft-pvt-ltd-3368330570?refId=zyJVEwm9Ne8IhHYnFsluZg%3D%3D&trackingId=Uc3xJr4w6766zeNAN74Sxw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,24-11-2022_10:36:24,Experience 4-7 yrs
Saarthee - Analyst - Data Analytics,Saarthee,"Gurugram, Haryana, India",11 hours ago,https://in.linkedin.com/jobs/view/saarthee-analyst-data-analytics-at-saarthee-3369013561?refId=zyJVEwm9Ne8IhHYnFsluZg%3D%3D&trackingId=hqIhdC%2FEXYVGsglzvYNj3w%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,24-11-2022_10:36:24,
Junior Data Engineer,Agilisium Consulting,"Chennai, Tamil Nadu, India",15 hours ago,https://in.linkedin.com/jobs/view/junior-data-engineer-at-agilisium-consulting-3365835395?refId=zyJVEwm9Ne8IhHYnFsluZg%3D%3D&trackingId=Q0rruugKBvUKBS9yAgrgCA%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,24-11-2022_10:36:24,
