role,company,location,time,link,Domain,scraped,Experience
"Data Visualization Analyst | Gurgaon, India",Ubiquity,"Gurgaon, Haryana, India",6 hours ago,https://in.linkedin.com/jobs/view/data-visualization-analyst-gurgaon-india-at-ubiquity-3226615787?refId=X%2F4QJfIRKDY%2FPwHeQgTISQ%3D%3D&trackingId=AFuOtFAwWtTe9nEJ5w83Kg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,08-09-2022_22:03:24,
Data Analyst,Taskmo,"Bengaluru, Karnataka, India",9 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-taskmo-3258095368?refId=X%2F4QJfIRKDY%2FPwHeQgTISQ%3D%3D&trackingId=1pyRLaQN7nnHWEnDh8bktw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,08-09-2022_22:03:24,"experience of 2 year, 2 years Data Analysis experience"
Data Analyst,ShortHills Tech (Gold Microsoft Partner),Greater Delhi Area,12 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-shorthills-tech-gold-microsoft-partner-3243662415?refId=X%2F4QJfIRKDY%2FPwHeQgTISQ%3D%3D&trackingId=0FCQmDIfjGiw8ntWHJIZUw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,08-09-2022_22:03:24,"Experience-2-5 years, 2-5 years of relevant analytic experience"
Data Analyst,PediaGeek,India,46 minutes ago,https://in.linkedin.com/jobs/view/data-analyst-at-pediageek-3258998994?refId=X%2F4QJfIRKDY%2FPwHeQgTISQ%3D%3D&trackingId=7dakmJx7tO6IrzhavhWkHQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,08-09-2022_22:03:24,
Data Analyst,Starburst,India,1 hour ago,https://in.linkedin.com/jobs/view/data-analyst-at-starburst-3251934439?refId=X%2F4QJfIRKDY%2FPwHeQgTISQ%3D%3D&trackingId=Z0vaq04111IhI6amsB7YnA%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,08-09-2022_22:03:24,0-2 years of industry experience
Data Analyst,Polaris Inc.,"Bengaluru, Karnataka, India",7 hours ago,https://in.linkedin.com/jobs/view/data-analyst-at-polaris-inc-3101972446?refId=X%2F4QJfIRKDY%2FPwHeQgTISQ%3D%3D&trackingId=9f6MdEsFDaOEicqSalz2jA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,08-09-2022_22:03:24,3+ years of work experience
Operations Data Analyst - Pune India,Precision Medicine Group,"Pune, Maharashtra, India",7 hours ago,https://in.linkedin.com/jobs/view/operations-data-analyst-pune-india-at-precision-medicine-group-3224162648?refId=X%2F4QJfIRKDY%2FPwHeQgTISQ%3D%3D&trackingId=x4oM%2FkOG%2BJSEU5P58ImcAQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,08-09-2022_22:03:24,1-2 years experience
Data Analyst,C2FO,"Gautam Buddha Nagar, Uttar Pradesh, India",58 minutes ago,https://in.linkedin.com/jobs/view/data-analyst-at-c2fo-3258991344?refId=X%2F4QJfIRKDY%2FPwHeQgTISQ%3D%3D&trackingId=4sTbXLy%2BAIymcwfOiTMjgA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,08-09-2022_22:03:24,2-4 years of experience
Data Engineer - SQL & ETL [T500-4773],3M,"Bengaluru, Karnataka, India",2 hours ago,https://in.linkedin.com/jobs/view/data-engineer-sql-etl-t500-4773-at-3m-3259548806?refId=X%2F4QJfIRKDY%2FPwHeQgTISQ%3D%3D&trackingId=AXzT8I5C%2F8Ktnf50dU6lfA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,08-09-2022_22:03:24,2 - 5 years of experience
Data Analys.,ConsultBae,"Noida, Uttar Pradesh, India",8 hours ago,https://in.linkedin.com/jobs/view/data-analys-at-consultbae-3258216744?refId=X%2F4QJfIRKDY%2FPwHeQgTISQ%3D%3D&trackingId=58TsHDuYJ%2BXJcdW0qCXSgg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,DA,08-09-2022_22:03:24,
